anio;categoria;fase;ronda;nivel;zona;grupo;jornada;fecha;local;ptsL;visitante;ptsV
2023;JUVENILES;Playoff;Octavos de Final;1;NORTE;UNION FLORIDA-NAUTICO BUCHARDO A;1;26/11/2023;UNION FLORIDA;102;NAUTICO BUCHARDO A;46
2023;JUVENILES;Playoff;Octavos de Final;1;NORTE;CLUB SPORTIVO PILAR-BANCO PROVINCIA;1;26/11/2023;SPORTIVO PILAR A;80;BANCO PROVINCIA A;59
2023;JUVENILES;Playoff;Octavos de Final;1;CENTRO;IMPERIO BLANCO-FERROCARRIL OESTE B;1;26/11/2023;IMPERIO A;85;FERROCARRIL OESTE B;57
2023;JUVENILES;Playoff;Octavos de Final;1;CENTRO;ITALIANO-COLEGIALES BLANCO;1;26/11/2023;ITALIANO A;73;COLEGIALES A;64
2023;JUVENILES;Playoff;Octavos de Final;1;CENTRO;VELEZ SARSFIELD BLANCO-GEVP CELESTE;1;26/11/2023;VELEZ SARSFIELD A;55;GEVP B;44
2023;JUVENILES;Playoff;Octavos de Final;1;CENTRO;ARQUITECTURA NEGRO-EL TALAR;1;26/11/2023;ARQUITECTURA A;68;EL TALAR;63
2023;JUVENILES;Playoff;Octavos de Final;1;OESTE;HURACAN DE SAN JUSTO ROJO-LEANDRO N ALEM;1;26/11/2023;HURACAN DE SAN JUSTO A;99;LEANDRO N ALEM;52
2023;JUVENILES;Playoff;Octavos de Final;1;OESTE;C.A.S.A PADUA A-MIDLAND;1;26/11/2023;C.A.S.A PADUA A;81;MIDLAND;68
2023;JUVENILES;Playoff;Octavos de Final;1;OESTE;DEFENSORES DE HURLINGHAM VERDE-NOLTING;1;26/11/2023;DEFENSORES DE HURLINGHAM A;54;NOLTING;58
2023;JUVENILES;Playoff;Octavos de Final;1;OESTE;CLARIDAD-PORTEÑO ATLETICO CLUB;1;26/11/2023;CLARIDAD;96;PORTEÑO ATHLETIC CLUB A;61
2023;JUVENILES;Playoff;Octavos de Final;INTERCONFERENCIA;INTERCONFERENCIA;GEVP BLANCO-LANUS A;1;26/11/2023;GEVP A;61;LANUS A;64
2023;JUVENILES;Playoff;Octavos de Final;INTERCONFERENCIA;INTERCONFERENCIA;OBRAS NORTE-G.E DE LOMAS DE ZAMORA A;1;26/11/2023;OBRAS SANITARIAS B;79;GIMNASIA Y ESGRIMA DE LOMAS DE ZAMORA A;52
2023;JUVENILES;Playoff;Octavos de Final;INTERCONFERENCIA;INTERCONFERENCIA;OBRAS CENTRO-ARGENTINO DE CASTELAR NORTE;1;26/11/2023;OBRAS SANITARIAS A;75;ARGENTINO DE CASTELAR A;64
2023;JUVENILES;Playoff;Octavos de Final;INTERCONFERENCIA;INTERCONFERENCIA;CLUB SPORTIVO ESCOBAR-MORON A;1;26/11/2023;SPORTIVO ESCOBAR;77;MORON A;55
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;1;29/10/2023;CLUB SOCIAL EZEIZA;91;CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS;32
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;1;29/10/2023;TAPONAZO  FUTBOL CLUB;75;TALLERES;37
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;2;5/11/2023;CLUB  ATLETICO Y PROGRESO DE BRANDSEN;65;CLUB SOCIAL EZEIZA;70
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;2;5/11/2023;TALLERES;20;CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS;0
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;3;12/11/2023;CLUB SOCIAL EZEIZA;65;TALLERES;58
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;3;12/11/2023;TAPONAZO  FUTBOL CLUB;20;CLUB  ATLETICO Y PROGRESO DE BRANDSEN;0
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;4;26/11/2023;TAPONAZO  FUTBOL CLUB;71;CLUB SOCIAL EZEIZA;56
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;4;26/11/2023;CLUB  ATLETICO Y PROGRESO DE BRANDSEN;57;CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS;15
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;5;3/12/2023;TALLERES;46;CLUB  ATLETICO Y PROGRESO DE BRANDSEN;68
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;B;5;3/12/2023;CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS;31;TAPONAZO  FUTBOL CLUB;62
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;1;29/10/2023;CLUB EL FOGON;60;MUNICIPALIDAD DE AVELLANEDA;38
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;1;29/10/2023;LA UNION;69;MORENO DE QUILMES;54
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;1;29/10/2023;SOCIAL LANUS;63;COLON FC;54
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;2;5/11/2023;SOCIAL LANUS;77;CLUB EL FOGON;48
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;2;5/11/2023;COLON FC;53;LA UNION;50
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;2;5/11/2023;MORENO DE QUILMES;77;MUNICIPALIDAD DE AVELLANEDA;49
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;3;12/11/2023;CLUB EL FOGON;48;MORENO DE QUILMES;34
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;3;12/11/2023;MUNICIPALIDAD DE AVELLANEDA;57;COLON FC;66
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;3;12/11/2023;LA UNION;73;SOCIAL LANUS;65
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;4;26/11/2023;LA UNION;81;CLUB EL FOGON;43
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;4;26/11/2023;SOCIAL LANUS;72;MUNICIPALIDAD DE AVELLANEDA;23
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;4;26/11/2023;COLON FC;59;MORENO DE QUILMES;50
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;5;3/12/2023;CLUB EL FOGON;38;COLON FC;80
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;5;3/12/2023;MORENO DE QUILMES;40;SOCIAL LANUS;54
2023;JUVENILES;Fase Regular;2da Fase;3;SUR;A;5;3/12/2023;MUNICIPALIDAD DE AVELLANEDA;72;LA UNION;69
2023;JUVENILES;Fase Regular;2da Fase;3;CENTRO;A;1;2/7/2023;IMPERIO B;43;YUPANQUI;67
